SubjTrial,SubjectID,ExpNum,ItemNum,Response,TargetWord,TrialType,Syllogism,MiddleSyllogismPairing,ListNum,premise1,premise2,conclusion,digitMatch,RT,SyllogismSimple,ExpectedResponse,ResponseWasCorrect,excl.subj,excl.trial
26_14,26,N1-c-M1,14,0,college,Polysemy,Disamis,2,1,Some colleges have chancellors,All colleges are groups of buildings,Some groups of buildings have chancellors,NA,5867,Disamis,0,1,0,0
26_15,26,N1-c-M1,15,0,toilets,Invalid Filler,Dimatis*,2,1,Some seats are toilets ,All urinals are toilets,Some urinals are seats,NA,6987,Dimatis,0,1,0,0
26_16,26,N1-c-M1,16,0,company,Polysemy,Datisi,2,1,All companies are buildings,Some companies are hierarchies,Some hierarchies are buildings,NA,4244,Datisi,0,1,0,0
26_17,26,N1-c-M1,17,0,ponies,Valid Filler,Darii,2,1,All ponies neigh,Some thoroughbreds are ponies,Some thoroughbreds neigh,NA,9670,Darii,1,0,0,0
26_18,26,N1-c-M1,18,0,match,Homonymy,Dimatis,2,1,Some pay-per-view broadcasts are matches,All matches are fire starters,Some fire starters are pay-per-view broadcasts,NA,6764,Dimatis,0,1,0,0
26_19,26,N1-c-M1,19,1,rifles,Valid Filler,Dimatis,2,1,Some safety hazards are rifles,All rifles are guns,Some guns are safety hazards,NA,6418,Dimatis,1,1,0,0
26_20,26,N1-c-M1,20,1,letter,Polysemy,Darii,2,1,All letters have stamps,Some rejections are letters,Some rejections have stamps,NA,4576,Darii,0,0,0,0
26_21,26,N1-c-M1,21,1,funerals,Invalid Filler,Darii*,2,1,All anonymous burials are funerals,Some family gatherings are funerals,Some family gatherings are anonymous burials,NA,4361,Darii,0,0,0,0
26_22,26,N1-c-M1,22,1,dolls,Valid Filler,Disamis,2,1,Some dolls are toys,All dolls are man made objects,Some man made objects are toys,NA,3493,Disamis,1,1,0,0
26_23,26,N1-c-M1,23,0,school,Polysemy,Dimatis,2,1,Some rectangular buildings are schools,All schools are employers,Some employers are rectangular buildings,NA,5556,Dimatis,0,1,0,0
26_24,26,N1-c-M1,24,1,statues,Valid Filler,Darii,2,1,All statues are sculptures,Some artworks are statues,Some artworks are sculptures,NA,3225,Darii,1,1,0,0
26_25,26,N1-c-M1,25,0,wave,Homonymy,Datisi,2,1,All waves are water,Some waves are gestures,Some gestures are water,NA,6396,Datisi,0,1,0,0
26_26,26,N1-c-M1,26,0,colors,Invalid Filler,Dimatis*,2,1,Some pastels are colors,All shade of neon green are colors ,Some shades of neon green are pastels,NA,67654,Dimatis,0,1,0,0
26_27,26,N1-c-M1,27,0,book,Polysemy,Datisi,2,1,All books are printed,Some books are romances,Some romances are printed,NA,10921,Datisi,0,1,0,0
26_28,26,N1-c-M1,28,1,clowns,Valid Filler,Disamis,2,1,Some clowns are mimes,All clowns are entertainers,Some entertainers are mimes,NA,12554,Disamis,1,1,0,0
26_29,26,N1-c-M1,29,0,picnic,Polysemy,Darii,2,1,All picnics happen in nature,Some salads are picnics,Some salads happen in nature,NA,7110,Darii,0,1,0,0
26_30,26,N1-c-M1,30,0,suit,Homonymy,Dimatis,2,1,Some court proceedings are suits,All suits are formal outfits,Some formal outfits are court proceedings,NA,7084,Dimatis,0,1,0,0
26_31,26,N1-c-M1,31,1,swords,Valid Filler,Dimatis,2,1,Some sharp things are swords,All swords are weapons,Some weapons are sharp things,NA,3899,Dimatis,1,1,0,0
26_32,26,N1-c-M1,32,0,steaks,Invalid Filler,Dimatis*,2,1,Some delicious entrées are steaks,All rotten ribeyes are steaks,Some rotten ribeyes are delicious entrées,NA,3734,Dimatis,0,1,0,0
26_33,26,N1-c-M1,33,1,singers,Valid Filler,Disamis,2,1,Some singers are guitarists,All singers are vocalists,Some vocalists are guitarists,NA,5309,Disamis,1,1,0,0
26_34,26,N1-c-M1,34,0,dresses,Invalid Filler,Disamis*,2,1,Some dresses are cocktail outfits,All ball gowns are dresses ,Some ball gowns are cocktail outfits,NA,4826,Disamis,0,1,0,0
26_35,26,N1-c-M1,35,1,change,Homonymy,Disamis,2,1,Some change is transformation,All change is money,Some money is transformation,NA,5880,Disamis,0,0,0,0
26_36,26,N1-c-M1,36,0,ruler,Homonymy,Dimatis,2,1,Some queens are rulers,All rulers are standard lengths,Some standard lengths are queens,NA,4620,Dimatis,0,1,0,0
26_37,26,N1-c-M1,37,0,breakfast,Polysemy,Disamis,2,1,Some breakfasts are under an hour,All breakfasts are nutrients,Some nutrients are under an hour,NA,3849,Disamis,0,1,0,0
26_38,26,N1-c-M1,38,1,poets,Valid Filler,Darii,2,1,All poets are writers ,Some teachers are poets,Some teachers are writers,NA,3319,Darii,1,1,0,0
26_39,26,N1-c-M1,39,0,dinner,Polysemy,Dimatis,2,1,Some black tie events are dinners,All dinners are foods,Some foods are black tie events,NA,5337,Dimatis,0,1,0,0
26_40,26,N1-c-M1,40,1,liars,Valid Filler,Datisi,2,1,All liars are humans,Some liars are criminals,Some criminals are humans,NA,3803,Datisi,1,1,0,0
26_41,26,N1-c-M1,41,0,ball,Homonymy,Datisi,2,1,All balls are toys,Some balls are senior proms,Some senior proms are toys,NA,5404,Datisi,0,1,0,0
26_42,26,N1-c-M1,42,0,thieves,Invalid Filler,Datisi*,2,1,All mob bosses are thieves,Some thieves are children,Some children are mob bosses,NA,6054,Datisi,0,1,0,0
26_43,26,N1-c-M1,43,1,widows,Valid Filler,Datisi,2,1,All widows are women,Some widows are parents,Some parents are women,NA,3478,Datisi,1,1,0,0
26_44,26,N1-c-M1,44,1,shapes,Invalid Filler,Dimatis*,2,1,Some road signs are shapes,All cylinders are shapes,Some cylinders are road signs,NA,3917,Dimatis,0,0,0,0
26_45,26,N1-c-M1,45,0,bat,Homonymy,Disamis,2,1,Some bats are made for softball,All bats are animals,Some animals are made for softball,NA,3629,Disamis,0,1,0,0
26_46,26,N1-c-M1,46,1,suitcases,Valid Filler,Datisi,2,1,All suitcases are pieces of luggage,Some suitcases are bags,Some bags are pieces of luggage,NA,3157,Datisi,1,1,0,0
26_47,26,N1-c-M1,47,0,actors,Invalid Filler,Darii*,2,1,All male leads are actors,Some women are actors,Some women are male leads,NA,3683,Darii,0,1,0,0
26_48,26,N1-c-M1,48,0,dances,Invalid Filler,Disamis*,2,1,Some dances are mating rituals ,All ballets are dances,Some ballets are mating rituals ,NA,7549,Disamis,0,1,0,0
26_49,26,N1-c-M1,49,1,mugs,Valid Filler,Darii,2,1,All mugs are cups ,Some ceramics are mugs,Some ceramics are cups ,NA,3153,Darii,1,1,0,0
26_50,26,N1-c-M1,50,0,antiques,Invalid Filler,Disamis*,2,1,Some antiques are pieces of jewelry,All medieval manuscripts are antiques ,Some medieval manuscripts are pieces of jewelry,NA,5009,Disamis,0,1,0,0
26_51,26,N1-c-M1,51,1,burgers,Valid Filler,Dimatis,2,1,Some entrées are burgers,All burgers are sandwiches,Some sandwiches are entrées,NA,42253,Dimatis,1,1,0,0
26_52,26,N1-c-M1,52,0,magazines,Polysemy,Dimatis,2,1,Some recyclables are magazines,All magazines are subscriptions,Some subscriptions are recyclables,NA,6458,Dimatis,0,1,0,0
26_53,26,N1-c-M1,53,0,novel,Polysemy,Disamis,2,1,Some novels weigh over a pound,All novels are stories,Some stories weigh over a pound,NA,9799,Disamis,0,1,0,0
26_54,26,N1-c-M1,54,0,mothers,Invalid Filler,Disamis*,2,1,Some mothers are teens,All grandmas are mothers,Some grandmas are teens,NA,4072,Disamis,0,1,0,0
26_55,26,N1-c-M1,55,0,stones,Invalid Filler,Darii*,2,1,All boulders are stones,Some paperweights are stones,Some paperweights are boulders,NA,5703,Darii,0,1,0,0
26_56,26,N1-c-M1,56,0,cabinet,Homonymy,Darii,2,1,All cabinets are political appointments,Some shelving units are cabinets,Some shelving units are political appointments,NA,5337,Darii,0,1,0,0
27_1,27,N1-c-M1,1,1,novel,Polysemy,Disamis,2,2,Some novels weigh over a pound,All novels are stories,Some stories weigh over a pound,NA,13046,Disamis,0,0,0,0
27_2,27,N1-c-M1,2,1,thieves,Invalid Filler,Datisi*,2,2,All mob bosses are thieves,Some thieves are children,Some children are mob bosses,NA,7728,Datisi,0,0,0,0
27_3,27,N1-c-M1,3,0,steaks,Invalid Filler,Dimatis*,2,2,Some delicious entrées are steaks,All rotten ribeyes are steaks,Some rotten ribeyes are delicious entrées,NA,6769,Dimatis,0,1,0,0
27_4,27,N1-c-M1,4,0,dances,Invalid Filler,Disamis*,2,2,Some dances are mating rituals ,All ballets are dances,Some ballets are mating rituals ,NA,6989,Disamis,0,1,0,0
27_5,27,N1-c-M1,5,0,ring,Homonymy,Disamis,2,2,Some rings are made of gold,All rings are sounds,Some sounds are made of gold,NA,8778,Disamis,0,1,0,0
27_6,27,N1-c-M1,6,0,mothers,Invalid Filler,Disamis*,2,2,Some mothers are teens,All grandmas are mothers,Some grandmas are teens,NA,4520,Disamis,0,1,0,0
27_7,27,N1-c-M1,7,1,suitcases,Valid Filler,Datisi,2,2,All suitcases are pieces of luggage,Some suitcases are bags,Some bags are pieces of luggage,NA,6368,Datisi,1,1,0,0
27_8,27,N1-c-M1,8,1,shapes,Invalid Filler,Dimatis*,2,2,Some road signs are shapes,All cylinders are shapes,Some cylinders are road signs,NA,7760,Dimatis,0,0,0,0
27_9,27,N1-c-M1,9,0,picnic,Polysemy,Darii,2,2,All picnics happen in nature,Some salads are picnics,Some salads happen in nature,NA,5134,Darii,0,1,0,0
27_10,27,N1-c-M1,10,0,lunch,Polysemy,Datisi,2,2,All lunches are breaks,Some lunches are soups,Some soups are breaks,NA,4707,Datisi,0,1,0,0
27_11,27,N1-c-M1,11,0,bat,Homonymy,Disamis,2,2,Some bats are made for softball,All bats are animals,Some animals are made for softball,NA,4460,Disamis,0,1,0,0
27_12,27,N1-c-M1,12,0,ruler,Homonymy,Dimatis,2,2,Some queens are rulers,All rulers are standard lengths,Some standard lengths are queens,NA,10049,Dimatis,0,1,0,0
27_13,27,N1-c-M1,13,0,city,Polysemy,Darii,2,2,All cities are bureaucracies,Some graffitied places are cities,Some graffitied places are bureaucracies,NA,24509,Darii,0,1,0,0
27_14,27,N1-c-M1,14,0,breakfast,Polysemy,Disamis,2,2,Some breakfasts are under an hour,All breakfasts are nutrients,Some nutrients are under an hour,NA,8957,Disamis,0,1,0,0
27_15,27,N1-c-M1,15,0,grapes,Valid Filler,Dimatis,2,2,Some snacks are grapes,All grapes are fruits ,Some fruits are snacks,NA,7629,Dimatis,1,0,0,0
27_16,27,N1-c-M1,16,1,liars,Valid Filler,Datisi,2,2,All liars are humans,Some liars are criminals,Some criminals are humans,NA,4748,Datisi,1,1,0,0
27_17,27,N1-c-M1,17,0,board,Homonymy,Datisi,2,2,All boards are wooden planks,Some boards are governing organizations,Some governing organizations are wooden planks,NA,14267,Datisi,0,1,0,0
27_18,27,N1-c-M1,18,0,cabinet,Homonymy,Darii,2,2,All cabinets are political appointments,Some shelving units are cabinets,Some shelving units are political appointments,NA,8863,Darii,0,1,0,0
27_19,27,N1-c-M1,19,1,change,Homonymy,Disamis,2,2,Some change is transformation,All change is money,Some money is transformation,NA,8617,Disamis,0,0,0,0
27_20,27,N1-c-M1,20,0,doughnuts,Valid Filler,Disamis,2,2,Some doughnuts are glazed,All doughnuts are sugary foods,Some sugary foods are glazed,NA,11519,Disamis,1,0,0,0
27_21,27,N1-c-M1,21,0,toilets,Invalid Filler,Dimatis*,2,2,Some seats are toilets ,All urinals are toilets,Some urinals are seats,NA,4744,Dimatis,0,1,0,0
27_22,27,N1-c-M1,22,0,dinner,Polysemy,Dimatis,2,2,Some black tie events are dinners,All dinners are foods,Some foods are black tie events,NA,5176,Dimatis,0,1,0,0
27_23,27,N1-c-M1,23,0,trucks,Valid Filler,Datisi,2,2,All trucks are vehicles,Some trucks are big rigs,Some big rigs are vehicles,NA,6764,Datisi,1,0,0,0
27_24,27,N1-c-M1,24,0,clowns,Valid Filler,Disamis,2,2,Some clowns are mimes,All clowns are entertainers,Some entertainers are mimes,NA,8053,Disamis,1,0,0,0
27_25,27,N1-c-M1,25,0,sausages,Invalid Filler,Darii*,2,2,All chili dogs are sausages,Some pizza toppings are sausages,Some pizza toppings are chili dogs,NA,8678,Darii,0,1,0,0
27_26,27,N1-c-M1,26,0,college,Polysemy,Disamis,2,2,Some colleges have chancellors,All colleges are groups of buildings,Some groups of buildings have chancellors,NA,6410,Disamis,0,1,0,0
27_27,27,N1-c-M1,27,0,magazines,Polysemy,Dimatis,2,2,Some recyclables are magazines,All magazines are subscriptions,Some subscriptions are recyclables,NA,8714,Dimatis,0,1,0,0
27_28,27,N1-c-M1,28,1,dolls,Valid Filler,Disamis,2,2,Some dolls are toys,All dolls are man made objects,Some man made objects are toys,NA,5393,Disamis,1,1,0,0
27_29,27,N1-c-M1,29,0,wave,Homonymy,Datisi,2,2,All waves are water,Some waves are gestures,Some gestures are water,NA,5213,Datisi,0,1,0,0
27_30,27,N1-c-M1,30,0,injuries,Invalid Filler,Datisi*,2,2,All broken bones are injuries,Some injuries are sunburns,Some sunburns are broken bones,NA,6698,Datisi,0,1,0,0
27_31,27,N1-c-M1,31,0,burgers,Valid Filler,Dimatis,2,2,Some entrées are burgers,All burgers are sandwiches,Some sandwiches are entrées,NA,8311,Dimatis,1,0,0,0
27_32,27,N1-c-M1,32,0,colors,Invalid Filler,Dimatis*,2,2,Some pastels are colors,All shade of neon green are colors ,Some shades of neon green are pastels,NA,12625,Dimatis,0,1,0,0
27_33,27,N1-c-M1,33,1,poets,Valid Filler,Darii,2,2,All poets are writers ,Some teachers are poets,Some teachers are writers,NA,4603,Darii,1,1,0,0
27_34,27,N1-c-M1,34,0,stones,Invalid Filler,Darii*,2,2,All boulders are stones,Some paperweights are stones,Some paperweights are boulders,NA,6823,Darii,0,1,0,0
27_35,27,N1-c-M1,35,0,ponies,Valid Filler,Darii,2,2,All ponies neigh,Some thoroughbreds are ponies,Some thoroughbreds neigh,NA,10106,Darii,1,0,0,0
27_36,27,N1-c-M1,36,1,singers,Valid Filler,Disamis,2,2,Some singers are guitarists,All singers are vocalists,Some vocalists are guitarists,NA,6589,Disamis,1,1,0,0
27_37,27,N1-c-M1,37,0,match,Homonymy,Dimatis,2,2,Some pay-per-view broadcasts are matches,All matches are fire starters,Some fire starters are pay-per-view broadcasts,NA,9333,Dimatis,0,1,0,0
27_38,27,N1-c-M1,38,0,funerals,Invalid Filler,Darii*,2,2,All anonymous burials are funerals,Some family gatherings are funerals,Some family gatherings are anonymous burials,NA,6785,Darii,0,1,0,0
27_39,27,N1-c-M1,39,1,mugs,Valid Filler,Darii,2,2,All mugs are cups ,Some ceramics are mugs,Some ceramics are cups ,NA,4866,Darii,1,1,0,0
27_40,27,N1-c-M1,40,1,swords,Valid Filler,Dimatis,2,2,Some sharp things are swords,All swords are weapons,Some weapons are sharp things,NA,11481,Dimatis,1,1,0,0
27_41,27,N1-c-M1,41,0,letter,Polysemy,Darii,2,2,All letters have stamps,Some rejections are letters,Some rejections have stamps,NA,7461,Darii,0,1,0,0
27_42,27,N1-c-M1,42,1,statues,Valid Filler,Darii,2,2,All statues are sculptures,Some artworks are statues,Some artworks are sculptures,NA,5183,Darii,1,1,0,0
27_43,27,N1-c-M1,43,0,suit,Homonymy,Dimatis,2,2,Some court proceedings are suits,All suits are formal outfits,Some formal outfits are court proceedings,NA,9284,Dimatis,0,1,0,0
27_44,27,N1-c-M1,44,0,ball,Homonymy,Datisi,2,2,All balls are toys,Some balls are senior proms,Some senior proms are toys,NA,5121,Datisi,0,1,0,0
27_45,27,N1-c-M1,45,1,actors,Invalid Filler,Darii*,2,2,All male leads are actors,Some women are actors,Some women are male leads,NA,7183,Darii,0,0,0,0
27_46,27,N1-c-M1,46,0,book,Polysemy,Datisi,2,2,All books are printed,Some books are romances,Some romances are printed,NA,3864,Datisi,0,1,0,0
27_47,27,N1-c-M1,47,1,widows,Valid Filler,Datisi,2,2,All widows are women,Some widows are parents,Some parents are women,NA,4510,Datisi,1,1,0,0
27_48,27,N1-c-M1,48,0,school,Polysemy,Dimatis,2,2,Some rectangular buildings are schools,All schools are employers,Some employers are rectangular buildings,NA,4985,Dimatis,0,1,0,0
27_49,27,N1-c-M1,49,0,rock,Homonymy,Darii,2,2,All rock has guitars,Some marble is rock,Some marble has guitars,NA,4906,Darii,0,1,0,0
27_50,27,N1-c-M1,50,0,spices,Invalid Filler,Datisi*,2,2,All mustard seeds are spices ,Some spices are dried roots ,Some dried roots are mustard seeds,NA,12605,Datisi,0,1,0,0
27_51,27,N1-c-M1,51,1,peppers,Invalid Filler,Datisi*,2,2,All jalapenos are peppers,Some peppers are yellow vegetables ,Some yellow vegetables are jalapenos,NA,6679,Datisi,0,0,0,0
27_52,27,N1-c-M1,52,1,rifles,Valid Filler,Dimatis,2,2,Some safety hazards are rifles,All rifles are guns,Some guns are safety hazards,NA,6688,Dimatis,1,1,0,0
27_53,27,N1-c-M1,53,1,star,Homonymy,Darii,2,2,All stars have autographs,Some red dwarfs are stars,Some red dwarfs have autographs,NA,6734,Darii,0,0,0,0
27_54,27,N1-c-M1,54,0,dresses,Invalid Filler,Disamis*,2,2,Some dresses are cocktail outfits,All ball gowns are dresses ,Some ball gowns are cocktail outfits,NA,5845,Disamis,0,1,0,0
27_55,27,N1-c-M1,55,0,antiques,Invalid Filler,Disamis*,2,2,Some antiques are pieces of jewelry,All medieval manuscripts are antiques ,Some medieval manuscripts are pieces of jewelry,NA,6858,Disamis,0,1,0,0
27_56,27,N1-c-M1,56,0,company,Polysemy,Datisi,2,2,All companies are buildings,Some companies are hierarchies,Some hierarchies are buildings,NA,4381,Datisi,0,1,0,0
28_1,28,N1-c-M1,1,1,bat,Homonymy,Darii,1,1,All bats share a common ancestor,Some sporting goods are bats,Some sporting goods share a common ancestor,NA,8115,Darii,0,0,0,0
28_2,28,N1-c-M1,2,1,mugs,Valid Filler,Datisi,1,1,All mugs are cups ,Some mugs are ceramics,Some ceramics are cups ,NA,2917,Datisi,1,1,0,0
28_3,28,N1-c-M1,3,1,change,Homonymy,Darii,1,1,All change is money,Some surprises are change,Some surprises are money,NA,2461,Darii,0,0,0,0
28_4,28,N1-c-M1,4,1,actors,Invalid Filler,Datisi*,1,1,All male leads are actors,Some actors are women,Some women are male leads,NA,14190,Datisi,0,0,0,0
28_5,28,N1-c-M1,5,0,stones,Invalid Filler,Datisi*,1,1,All pebbles are stones,Some stones are boulders,Some boulders are pebbles,NA,2218,Datisi,0,1,0,0
28_6,28,N1-c-M1,6,1,liars,Valid Filler,Dimatis,1,1,Some criminals are liars ,All liars are humans,Some humans are criminals ,NA,3780,Dimatis,1,1,0,0
28_7,28,N1-c-M1,7,0,funerals,Invalid Filler,Datisi*,1,1,All open-casket services are funerals,Some funerals are anonymous burials,Some anonymous burials are open-casket services,NA,5125,Datisi,0,1,0,0
28_8,28,N1-c-M1,8,1,college,Polysemy,Darii,1,1,All colleges grant degrees,Some historic buildings are colleges,Some historic buildings grant degrees,NA,4190,Darii,0,0,0,0
28_9,28,N1-c-M1,9,1,mothers,Invalid Filler,Darii*,1,1,All grandmothers are mothers,Some teens are mothers,Some teens are grandmothers,NA,3946,Darii,0,0,0,0
28_10,28,N1-c-M1,10,0,picnic,Polysemy,Datisi,1,1,All picnics happen in nature,Some picnics are salads,Some salads happen in nature,NA,10437,Datisi,0,1,0,0
28_11,28,N1-c-M1,11,0,ruler,Homonymy,Disamis,1,1,Some rulers are kings,All rulers are standard lengths,Some standard lengths are kings,NA,3718,Disamis,0,1,0,0
28_12,28,N1-c-M1,12,1,swords,Valid Filler,Disamis,1,1,Some swords are decorative,All swords are weapons ,Some weapons are decorative ,NA,2912,Disamis,1,1,0,0
28_13,28,N1-c-M1,13,0,rock,Homonymy,Datisi,1,1,All rock has guitars,Some rock is marble,Some marble has guitars,NA,4205,Datisi,0,1,0,0
28_14,28,N1-c-M1,14,0,school,Polysemy,Disamis,1,1,Some schools are rectangular,All schools are employers,Some employers are rectangular,NA,3107,Disamis,0,1,0,0
28_15,28,N1-c-M1,15,0,thieves,Invalid Filler,Dimatis*,1,1,Some children are thieves,All mob bosses are thieves,Some mob bosses are children,NA,2516,Dimatis,0,1,0,0
28_16,28,N1-c-M1,16,1,city,Polysemy,Datisi,1,1,All cities are bureaucracies,Some cities are graffitied places,Some graffitied places are bureaucracies,NA,4737,Datisi,0,0,0,0
28_17,28,N1-c-M1,17,1,singers,Valid Filler,Darii,1,1,All singers are vocalists ,Some guitarists are singers,Some guitarists are vocalists,NA,3710,Darii,1,1,0,0
28_18,28,N1-c-M1,18,0,Wave,Homonymy,Dimatis,1,1,Some gestures are waves,All waves are liquids,Some liquids are gestures,NA,3090,Dimatis,0,1,0,0
28_19,28,N1-c-M1,19,1,suitcases,Valid Filler,Dimatis,1,1,Some bags are suitcases,All suitcases are pieces of luggage,Some pieces of luggage are bags,NA,3207,Dimatis,1,1,0,0
28_20,28,N1-c-M1,20,0,novel,Polysemy,Darii,1,1,All novels are flammable,Some debuts are novels,Some debuts are flammable,NA,2697,Darii,0,1,0,0
28_21,28,N1-c-M1,21,1,dresses,Invalid Filler,Darii*,1,1,All ball gowns are dresses ,Some cocktail outfits are dresses,Some cocktail outfits are ball gowns,NA,4255,Darii,0,0,0,0
28_22,28,N1-c-M1,22,1,grapes,Valid Filler,Disamis,1,1,Some grapes are red ,All grapes are fruits ,Some fruits are red ,NA,2665,Disamis,1,1,0,0
28_23,28,N1-c-M1,23,0,company,Polysemy,Dimatis,1,1,Some storefronts are companies,All companies are hierarchies,Some hierarchies are storefronts,NA,3825,Dimatis,0,1,0,0
28_24,28,N1-c-M1,24,1,clowns,Valid Filler,Darii,1,1,All clowns can juggle ,Some circus performers are clowns ,Some circus performers can juggle,NA,2174,Darii,1,1,0,0
28_25,28,N1-c-M1,25,0,star,Homonymy,Datisi,1,1,All stars have autographs,Some stars are red dwarfs,Some red dwarfs have autographs,NA,2643,Datisi,0,1,0,0
28_26,28,N1-c-M1,26,0,injuries,Invalid Filler,Dimatis*,1,1,Some sunburns are injuries,All broken bones are injuries,Some broken bones are sunburns,NA,2494,Dimatis,0,1,0,0
28_27,28,N1-c-M1,27,1,letter,Polysemy,Datisi,1,1,All letters have stamps,Some letters are rejections,Some rejections have stamps,NA,4261,Datisi,0,0,0,0
28_28,28,N1-c-M1,28,1,rifles,Valid Filler,Disamis,1,1,Some rifles are for hunting,All rifles are guns ,Some guns are for hunting,NA,2446,Disamis,1,1,0,0
28_29,28,N1-c-M1,29,1,breakfast,Polysemy,Darii,1,1,All breakfasts are under three hours,Some smoothies are breakfasts,Some smoothies are under three hours,NA,4363,Darii,0,0,0,0
28_30,28,N1-c-M1,30,0,board,Homonymy,Dimatis,1,1,Some governing organizations are boards,All boards are wooden planks,Some wooden planks are governing organizations,NA,2842,Dimatis,0,1,0,0
28_31,28,N1-c-M1,31,1,trucks,Valid Filler,Dimatis,1,1,Some cars are trucks ,All trucks are vehicles,Some vehicles are cars ,NA,2095,Dimatis,1,1,0,0
28_32,28,N1-c-M1,32,0,spices,Invalid Filler,Dimatis*,1,1,Some dried roots are spices ,All mustard seeds are spices ,Some mustard seeds are dried roots,NA,2585,Dimatis,0,1,0,0
28_33,28,N1-c-M1,33,1,burgers,Valid Filler,Disamis,1,1,Some burgers are overcooked ,All burgers are sandwiches,Some sandwiches are overcooked ,NA,2446,Disamis,1,1,0,0
28_34,28,N1-c-M1,34,0,steaks,Invalid Filler,Disamis*,1,1,Some steaks are filet mignons,All ribeyes are steaks,Some ribeyes are filet mignons,NA,3292,Disamis,0,1,0,0
28_35,28,N1-c-M1,35,0,match,Homonymy,Disamis,1,1,Some matches are pay-per-view,All matches are fire starters,Some fire starters are pay-per-view,NA,3029,Disamis,0,1,0,0
28_36,28,N1-c-M1,36,0,ball,Homonymy,Dimatis,1,1,Some parties are balls,All balls are toys,Some toys are parties,NA,2342,Dimatis,0,1,0,0
28_37,28,N1-c-M1,37,0,dinner,Polysemy,Disamis,1,1,Some dinners are black tie,All dinners are foods,Some foods are black tie,NA,3099,Disamis,0,1,0,0
28_38,28,N1-c-M1,38,1,dolls,Valid Filler,Darii,1,1,All dolls are man made,Some toys are dolls ,Some toys are man made,NA,2577,Darii,1,1,0,0
28_39,28,N1-c-M1,39,0,lunch,Polysemy,Dimatis,1,1,Some breaks are lunches,All lunches are foods,Some foods are breaks,NA,1958,Dimatis,0,1,0,0
28_40,28,N1-c-M1,40,1,poets,Valid Filler,Datisi,1,1,All poets are writers ,Some poets are teachers,Some teachers are writers,NA,1904,Datisi,1,1,0,0
28_41,28,N1-c-M1,41,0,cabinet,Homonymy,Datisi,1,1,All cabinets are political appointments,Some cabinets are shelving units,Some shelving units are political appointments,NA,2557,Datisi,0,1,0,0
28_42,28,N1-c-M1,42,0,sausages,Invalid Filler,Datisi*,1,1,All chili dogs are sausages,Some sausages are salamis,Some salamis are chili dogs,NA,2333,Datisi,0,1,0,0
28_43,28,N1-c-M1,43,1,ponies,Valid Filler,Datisi,1,1,All ponies neigh,Some ponies are thoroughbreds,Some thoroughbreds neigh,NA,2879,Datisi,1,1,0,0
28_44,28,N1-c-M1,44,0,peppers,Invalid Filler,Dimatis*,1,1,Some yellow vegetables are peppers ,All jalapenos are peppers,Some jalapenos are yellow vegetables,NA,4500,Dimatis,0,1,0,0
28_45,28,N1-c-M1,45,0,suit,Homonymy,Disamis,1,1,Some suits have multiple defendants,All suits are dress attire,Some dress attire has multiple defendants,NA,4106,Disamis,0,1,0,0
28_46,28,N1-c-M1,46,1,statues,Valid Filler,Datisi,1,1,All statues are sculptures,Some statues are bronzes,Some bronzes are sculptures,NA,2948,Datisi,1,1,0,0
28_47,28,N1-c-M1,47,0,antiques,Invalid Filler,Darii*,1,1,All medieval manuscripts are antiques ,Some pieces of jewelry are antiques ,Some pieces of jewelry are medieval manuscripts,NA,3067,Darii,0,1,0,0
28_48,28,N1-c-M1,48,0,shapes,Invalid Filler,Disamis*,1,1,Some shapes are triangles,All squares are shapes,Some squares are triangles,NA,2420,Disamis,0,1,0,0
28_49,28,N1-c-M1,49,1,doughnuts,Valid Filler,Darii,1,1,All doughnuts are sugary ,Some pastries are doughnuts ,Some pastries are sugary,NA,2805,Darii,1,1,0,0
28_50,28,N1-c-M1,50,0,colors,Invalid Filler,Disamis*,1,1,Some colors are primary ,All shades of purple are colors ,Some shades of purple are primary,NA,3370,Disamis,0,1,0,0
28_51,28,N1-c-M1,51,1,widows,Valid Filler,Dimatis,1,1,Some parents are widows ,All widows are women,Some women are parents,NA,2196,Dimatis,1,1,0,0
28_52,28,N1-c-M1,52,0,book,Polysemy,Dimatis,1,1,Some doorstops are books,All books are pieces of intellectual property,Some pieces of intellectual property are doorstops,NA,2778,Dimatis,0,1,0,0
28_53,28,N1-c-M1,53,0,magazines,Polysemy,Disamis,1,1,Some magazines are coffee-stained,All magazines are subscriptions,Some subscriptions are coffee-stained,NA,2923,Disamis,0,1,0,0
28_54,28,N1-c-M1,54,1,toilets,Invalid Filler,Disamis*,1,1,Some toilets are coed,All urinals are toilets,Some urinals are coed,NA,2382,Disamis,0,0,0,0
28_55,28,N1-c-M1,55,1,dances,Invalid Filler,Darii*,1,1,All ballets are dances ,Some mating rituals are dances ,Some mating rituals are ballets,NA,4331,Darii,0,0,0,0
28_56,28,N1-c-M1,56,0,ring,Homonymy,Darii,1,1,All rings are sounds,Some accessories are rings,Some accessories are sounds,NA,2235,Darii,0,1,0,0
29_1,29,N1-c-M1,1,0,rock,Homonymy,Darii,2,1,All rock has guitars,Some marble is rock,Some marble has guitars,NA,19830,Darii,0,1,0,0
29_2,29,N1-c-M1,2,1,trucks,Valid Filler,Datisi,2,1,All trucks are vehicles,Some trucks are big rigs,Some big rigs are vehicles,NA,9764,Datisi,1,1,0,0
