SubjTrial,SubjectID,ExpNum,ItemNum,Response,TargetWord,TrialType,Syllogism,MiddleSyllogismPairing,ListNum,premise1,premise2,conclusion,digitMatch,RT,SyllogismSimple,ExpectedResponse,ResponseWasCorrect,excl.subj,excl.trial
33_54,33,M1-cross,54,0,mothers,Invalid Filler,Disamis*,2,1,Some mothers are teens,All grandmas are mothers,Some grandmas are teens,NA,5849,Disamis,0,1,0,0
33_55,33,M1-cross,55,1,stones,Invalid Filler,Darii*,2,1,All boulders are stones,Some paperweights are stones,Some paperweights are boulders,NA,4615,Darii,0,0,0,0
33_56,33,M1-cross,56,0,cabinet,Homonymy,Darii,2,1,All cabinets are political appointments,Some shelving units are cabinets,Some shelving units are political appointments,NA,4253,Darii,0,1,0,0
34_1,34,M1-cross,1,0,bat,Homonymy,Darii,1,1,All bats share a common ancestor,Some sporting goods are bats,Some sporting goods share a common ancestor,NA,13264,Darii,0,1,0,0
34_2,34,M1-cross,2,1,mugs,Valid Filler,Datisi,1,1,All mugs are cups ,Some mugs are ceramics,Some ceramics are cups ,NA,8444,Datisi,1,1,0,0
34_3,34,M1-cross,3,1,change,Homonymy,Darii,1,1,All change is money,Some surprises are change,Some surprises are money,NA,11980,Darii,0,0,0,0
34_4,34,M1-cross,4,0,actors,Invalid Filler,Datisi*,1,1,All male leads are actors,Some actors are women,Some women are male leads,NA,12965,Datisi,0,1,0,0
34_5,34,M1-cross,5,0,stones,Invalid Filler,Datisi*,1,1,All pebbles are stones,Some stones are boulders,Some boulders are pebbles,NA,11906,Datisi,0,1,0,0
34_6,34,M1-cross,6,1,liars,Valid Filler,Dimatis,1,1,Some criminals are liars ,All liars are humans,Some humans are criminals ,NA,12420,Dimatis,1,1,0,0
34_7,34,M1-cross,7,1,funerals,Invalid Filler,Datisi*,1,1,All open-casket services are funerals,Some funerals are anonymous burials,Some anonymous burials are open-casket services,NA,14165,Datisi,0,0,0,0
34_8,34,M1-cross,8,1,college,Polysemy,Darii,1,1,All colleges grant degrees,Some historic buildings are colleges,Some historic buildings grant degrees,NA,11877,Darii,0,0,0,0
34_9,34,M1-cross,9,1,mothers,Invalid Filler,Darii*,1,1,All grandmothers are mothers,Some teens are mothers,Some teens are grandmothers,NA,6492,Darii,0,0,0,0
34_10,34,M1-cross,10,0,picnic,Polysemy,Datisi,1,1,All picnics happen in nature,Some picnics are salads,Some salads happen in nature,NA,11920,Datisi,0,1,0,0
34_11,34,M1-cross,11,1,ruler,Homonymy,Disamis,1,1,Some rulers are kings,All rulers are standard lengths,Some standard lengths are kings,NA,14120,Disamis,0,0,0,0
34_12,34,M1-cross,12,1,swords,Valid Filler,Disamis,1,1,Some swords are decorative,All swords are weapons ,Some weapons are decorative ,NA,13495,Disamis,1,1,0,0
34_13,34,M1-cross,13,0,rock,Homonymy,Datisi,1,1,All rock has guitars,Some rock is marble,Some marble has guitars,NA,19716,Datisi,0,1,0,0
34_14,34,M1-cross,14,0,school,Polysemy,Disamis,1,1,Some schools are rectangular,All schools are employers,Some employers are rectangular,NA,13092,Disamis,0,1,0,0
34_15,34,M1-cross,15,0,thieves,Invalid Filler,Dimatis*,1,1,Some children are thieves,All mob bosses are thieves,Some mob bosses are children,NA,22390,Dimatis,0,1,0,0
34_16,34,M1-cross,16,1,city,Polysemy,Datisi,1,1,All cities are bureaucracies,Some cities are graffitied places,Some graffitied places are bureaucracies,NA,9346,Datisi,0,0,0,0
34_17,34,M1-cross,17,1,singers,Valid Filler,Darii,1,1,All singers are vocalists ,Some guitarists are singers,Some guitarists are vocalists,NA,8788,Darii,1,1,0,0
34_18,34,M1-cross,18,1,Wave,Homonymy,Dimatis,1,1,Some gestures are waves,All waves are liquids,Some liquids are gestures,NA,9151,Dimatis,0,0,0,0
34_19,34,M1-cross,19,1,suitcases,Valid Filler,Dimatis,1,1,Some bags are suitcases,All suitcases are pieces of luggage,Some pieces of luggage are bags,NA,15980,Dimatis,1,1,0,0
34_20,34,M1-cross,20,0,novel,Polysemy,Darii,1,1,All novels are flammable,Some debuts are novels,Some debuts are flammable,NA,12368,Darii,0,1,0,0
34_21,34,M1-cross,21,0,dresses,Invalid Filler,Darii*,1,1,All ball gowns are dresses ,Some cocktail outfits are dresses,Some cocktail outfits are ball gowns,NA,9855,Darii,0,1,0,0
34_22,34,M1-cross,22,1,grapes,Valid Filler,Disamis,1,1,Some grapes are red ,All grapes are fruits ,Some fruits are red ,NA,5149,Disamis,1,1,0,0
34_23,34,M1-cross,23,0,company,Polysemy,Dimatis,1,1,Some storefronts are companies,All companies are hierarchies,Some hierarchies are storefronts,NA,7465,Dimatis,0,1,0,0
34_24,34,M1-cross,24,1,clowns,Valid Filler,Darii,1,1,All clowns can juggle ,Some circus performers are clowns ,Some circus performers can juggle,NA,6088,Darii,1,1,0,0
34_25,34,M1-cross,25,0,star,Homonymy,Datisi,1,1,All stars have autographs,Some stars are red dwarfs,Some red dwarfs have autographs,NA,7325,Datisi,0,1,0,0
34_26,34,M1-cross,26,0,injuries,Invalid Filler,Dimatis*,1,1,Some sunburns are injuries,All broken bones are injuries,Some broken bones are sunburns,NA,6155,Dimatis,0,1,0,0
34_27,34,M1-cross,27,1,letter,Polysemy,Datisi,1,1,All letters have stamps,Some letters are rejections,Some rejections have stamps,NA,7562,Datisi,0,0,0,0
34_28,34,M1-cross,28,1,rifles,Valid Filler,Disamis,1,1,Some rifles are for hunting,All rifles are guns ,Some guns are for hunting,NA,8221,Disamis,1,1,0,0
34_29,34,M1-cross,29,1,breakfast,Polysemy,Darii,1,1,All breakfasts are under three hours,Some smoothies are breakfasts,Some smoothies are under three hours,NA,7544,Darii,0,0,0,0
34_30,34,M1-cross,30,0,board,Homonymy,Dimatis,1,1,Some governing organizations are boards,All boards are wooden planks,Some wooden planks are governing organizations,NA,12221,Dimatis,0,1,0,0
34_31,34,M1-cross,31,1,trucks,Valid Filler,Dimatis,1,1,Some cars are trucks ,All trucks are vehicles,Some vehicles are cars ,NA,5463,Dimatis,1,1,0,0
34_32,34,M1-cross,32,0,spices,Invalid Filler,Dimatis*,1,1,Some dried roots are spices ,All mustard seeds are spices ,Some mustard seeds are dried roots,NA,8280,Dimatis,0,1,0,0
34_33,34,M1-cross,33,1,burgers,Valid Filler,Disamis,1,1,Some burgers are overcooked ,All burgers are sandwiches,Some sandwiches are overcooked ,NA,6079,Disamis,1,1,0,0
34_34,34,M1-cross,34,0,steaks,Invalid Filler,Disamis*,1,1,Some steaks are filet mignons,All ribeyes are steaks,Some ribeyes are filet mignons,NA,9795,Disamis,0,1,0,0
34_35,34,M1-cross,35,1,match,Homonymy,Disamis,1,1,Some matches are pay-per-view,All matches are fire starters,Some fire starters are pay-per-view,NA,8395,Disamis,0,0,0,0
34_36,34,M1-cross,36,0,ball,Homonymy,Dimatis,1,1,Some parties are balls,All balls are toys,Some toys are parties,NA,7270,Dimatis,0,1,0,0
34_37,34,M1-cross,37,0,dinner,Polysemy,Disamis,1,1,Some dinners are black tie,All dinners are foods,Some foods are black tie,NA,5781,Disamis,0,1,0,0
34_38,34,M1-cross,38,1,dolls,Valid Filler,Darii,1,1,All dolls are man made,Some toys are dolls ,Some toys are man made,NA,5665,Darii,1,1,0,0
34_39,34,M1-cross,39,0,lunch,Polysemy,Dimatis,1,1,Some breaks are lunches,All lunches are foods,Some foods are breaks,NA,6031,Dimatis,0,1,0,0
34_40,34,M1-cross,40,1,poets,Valid Filler,Datisi,1,1,All poets are writers ,Some poets are teachers,Some teachers are writers,NA,4814,Datisi,1,1,0,0
34_41,34,M1-cross,41,0,cabinet,Homonymy,Datisi,1,1,All cabinets are political appointments,Some cabinets are shelving units,Some shelving units are political appointments,NA,5689,Datisi,0,1,0,0
34_42,34,M1-cross,42,1,sausages,Invalid Filler,Datisi*,1,1,All chili dogs are sausages,Some sausages are salamis,Some salamis are chili dogs,NA,6266,Datisi,0,0,0,0
34_43,34,M1-cross,43,1,ponies,Valid Filler,Datisi,1,1,All ponies neigh,Some ponies are thoroughbreds,Some thoroughbreds neigh,NA,6072,Datisi,1,1,0,0
34_44,34,M1-cross,44,0,peppers,Invalid Filler,Dimatis*,1,1,Some yellow vegetables are peppers ,All jalapenos are peppers,Some jalapenos are yellow vegetables,NA,8319,Dimatis,0,1,0,0
34_45,34,M1-cross,45,0,suit,Homonymy,Disamis,1,1,Some suits have multiple defendants,All suits are dress attire,Some dress attire has multiple defendants,NA,10369,Disamis,0,1,0,0
34_46,34,M1-cross,46,0,statues,Valid Filler,Datisi,1,1,All statues are sculptures,Some statues are bronzes,Some bronzes are sculptures,NA,8589,Datisi,1,0,0,0
34_47,34,M1-cross,47,0,antiques,Invalid Filler,Darii*,1,1,All medieval manuscripts are antiques ,Some pieces of jewelry are antiques ,Some pieces of jewelry are medieval manuscripts,NA,9019,Darii,0,1,0,0
34_48,34,M1-cross,48,0,shapes,Invalid Filler,Disamis*,1,1,Some shapes are triangles,All squares are shapes,Some squares are triangles,NA,6321,Disamis,0,1,0,0
34_49,34,M1-cross,49,1,doughnuts,Valid Filler,Darii,1,1,All doughnuts are sugary ,Some pastries are doughnuts ,Some pastries are sugary,NA,8510,Darii,1,1,0,0
34_50,34,M1-cross,50,1,colors,Invalid Filler,Disamis*,1,1,Some colors are primary ,All shades of purple are colors ,Some shades of purple are primary,NA,7238,Disamis,0,0,0,0
34_51,34,M1-cross,51,1,widows,Valid Filler,Dimatis,1,1,Some parents are widows ,All widows are women,Some women are parents,NA,13442,Dimatis,1,1,0,0
34_52,34,M1-cross,52,1,book,Polysemy,Dimatis,1,1,Some doorstops are books,All books are pieces of intellectual property,Some pieces of intellectual property are doorstops,NA,6710,Dimatis,0,0,0,0
34_53,34,M1-cross,53,0,magazines,Polysemy,Disamis,1,1,Some magazines are coffee-stained,All magazines are subscriptions,Some subscriptions are coffee-stained,NA,8464,Disamis,0,1,0,0
34_54,34,M1-cross,54,0,toilets,Invalid Filler,Disamis*,1,1,Some toilets are coed,All urinals are toilets,Some urinals are coed,NA,6828,Disamis,0,1,0,0
34_55,34,M1-cross,55,1,dances,Invalid Filler,Darii*,1,1,All ballets are dances ,Some mating rituals are dances ,Some mating rituals are ballets,NA,6632,Darii,0,0,0,0
34_56,34,M1-cross,56,0,ring,Homonymy,Darii,1,1,All rings are sounds,Some accessories are rings,Some accessories are sounds,NA,8305,Darii,0,1,0,0
35_1,35,M1-cross,1,1,letter,Polysemy,Disamis,3,2,Some letters are crumpled,All letters are communications,Some communications are crumpled,NA,22439,Disamis,0,0,0,0
35_2,35,M1-cross,2,1,toilets,Invalid Filler,Datisi*,3,2,All outhouses are toilets,Some toilets are urinals ,Some urinals are outhouses,NA,15654,Datisi,0,0,0,0
35_3,35,M1-cross,3,1,dresses,Invalid Filler,Dimatis*,3,2,Some cocktail outfits are dresses,All ball gowns are dresses ,Some ball gowns are cocktail outfits,NA,17573,Dimatis,0,0,0,0
35_4,35,M1-cross,4,0,stones,Invalid Filler,Disamis*,3,2,Some stones are pebbles,All boulders are stones,Some boulders are pebbles,NA,18766,Disamis,0,1,0,0
35_5,35,M1-cross,5,0,cabinet,Homonymy,Disamis,3,2,Some cabinets are antique furniture,All cabinets are political appointments,Some political appointments are antique furniture,NA,13007,Disamis,0,1,0,0
35_6,35,M1-cross,6,1,sausages,Invalid Filler,Disamis*,3,2,Some sausages are chili dogs,All pepperonis are sausages,Some pepperonis are chili dogs,NA,16511,Disamis,0,0,0,0
35_7,35,M1-cross,7,1,rifles,Valid Filler,Datisi,3,2,All rifles are guns,Some rifles are safety hazards,Some safety hazards are guns,NA,11399,Datisi,1,1,0,0
35_8,35,M1-cross,8,0,dances,Invalid Filler,Dimatis*,3,2,Some mating rituals are dances,All ballets are dances ,Some ballets are mating rituals ,NA,14695,Dimatis,0,1,0,0
35_9,35,M1-cross,9,1,lunch,Polysemy,Darii,3,2,All lunches are breaks,Some sandwiches are lunches,Some sandwiches are breaks ,NA,16470,Darii,0,0,0,0
35_10,35,M1-cross,10,0,dinner,Polysemy,Datisi,3,2,All dinners happen after four o'clock,Some dinners are meatloafs,Some meatloafs happen after four o'clock,NA,14631,Datisi,0,1,0,0
35_11,35,M1-cross,11,1,rock,Homonymy,Disamis,3,2,Some rock is marble,All rock is music,Some music is marble,NA,11991,Disamis,0,0,0,0
35_12,35,M1-cross,12,0,ring,Homonymy,Dimatis,3,2,Some accessories are rings,All rings are sounds,Some sounds are accessories,NA,10895,Dimatis,0,1,0,0
35_13,35,M1-cross,13,0,company,Polysemy,Darii,3,2,All companies are buildings,Some tech giants are companies,Some tech giants are buildings,NA,16695,Darii,0,1,0,0
35_14,35,M1-cross,14,0,picnic,Polysemy,Disamis,3,2,Some picnics are romantic,All picnics are prepared foods,Some prepared foods are romantic,NA,18974,Disamis,0,1,0,0
35_15,35,M1-cross,15,0,dolls,Valid Filler,Dimatis,3,2,Some toys are dolls ,All dolls are man made objects,Some man made objects are toys,NA,21399,Dimatis,1,0,0,0
35_16,35,M1-cross,16,0,grapes,Valid Filler,Datisi,3,2,All grapes are fruits,Some grapes are snacks,Some snacks are fruits ,NA,17967,Datisi,1,0,0,0
35_17,35,M1-cross,17,0,suit,Homonymy,Datisi,3,2,All suits are dress attire,Some suits are court proceedings,Some court proceedings are dress attire,NA,17919,Datisi,0,1,0,0
35_18,35,M1-cross,18,0,ball,Homonymy,Darii,3,2,All balls are toys,Some birthday parties are balls,Some senior proms are toys,NA,14543,Darii,0,1,0,0
35_19,35,M1-cross,19,0,star,Homonymy,Disamis,3,2,Some stars are red dwarfs,All stars are famous people,Some famous people are red dwarfs,NA,13966,Disamis,0,1,0,0
35_20,35,M1-cross,20,1,mugs,Valid Filler,Disamis,3,2,Some mugs are ceramics,All mugs are cups ,Some cups are ceramics,NA,12311,Disamis,1,1,0,0
35_21,35,M1-cross,21,0,mothers,Invalid Filler,Dimatis*,3,2,Some teens are mothers,All grandmas are mothers ,Some grandmas are teens,NA,15311,Dimatis,0,1,0,0
35_22,35,M1-cross,22,0,breakfast,Polysemy,Dimatis,3,2,Some meetings are breakfasts,All breakfasts are nutrients,Some nutrients are meetings,NA,11727,Dimatis,0,1,0,0
35_23,35,M1-cross,23,1,swords,Valid Filler,Datisi,3,2,All swords are weapons,Some swords are museum pieces,Some museum pieces are weapons,NA,15216,Datisi,1,1,0,0
35_24,35,M1-cross,24,1,statues,Valid Filler,Disamis,3,2,Some statues are bronzes,All statues are sculptures,Some sculptures are bronzes,NA,19047,Disamis,1,1,0,0
35_25,35,M1-cross,25,0,thieves,Invalid Filler,Darii*,3,2,All mob bosses are thieves,Some children are thieves,Some children are mob bosses,NA,18622,Darii,0,1,0,0
35_26,35,M1-cross,26,0,city,Polysemy,Disamis,3,2,Some cities are corrupt,All cities are groups of buildings,Some groups of buildings are corrupt,NA,24767,Disamis,0,1,0,0
35_27,35,M1-cross,27,1,novel,Polysemy,Dimatis,3,2,Some flammable objects are novels,All novels are fictions,Some fictions are flammable objects,NA,11126,Dimatis,0,0,0,0
35_28,35,M1-cross,28,1,poets,Valid Filler,Disamis,3,2,Some poets are teachers,All poets are writers ,Some writers are teachers,NA,11159,Disamis,1,1,0,0
35_29,35,M1-cross,29,1,match,Homonymy,Datisi,3,2,All matches are combustible,Some matches are pay-per-view broadcasts,Some pay-per-view broadcasts are combustible,NA,12903,Datisi,0,0,0,0
35_30,35,M1-cross,30,1,colors,Invalid Filler,Datisi*,3,2,All shades of neon green are colors ,Some colors are pastels,Some pastels are shades of neon green ,NA,15871,Datisi,0,0,0,0
35_31,35,M1-cross,31,1,singers,Valid Filler,Dimatis,3,2,Some YouTubers are singers,All singers are musicians,Some musicians are YouTubers,NA,13694,Dimatis,1,1,0,0
35_32,35,M1-cross,32,0,antiques,Invalid Filler,Dimatis*,3,2,Some pieces of jewelry are antiques,All medieval manuscripts are antiques  ,Some medieval manuscripts are pieces of jewelry,NA,10127,Dimatis,0,1,0,0
35_33,35,M1-cross,33,1,liars,Valid Filler,Darii,3,2,All liars are humans,Some criminals are liars ,Some criminals are humans,NA,12830,Darii,1,1,0,0
35_34,35,M1-cross,34,1,peppers,Invalid Filler,Darii*,3,2,All jalapenos are peppers ,Some yellow vegetables are peppers,Some yellow vegetables are jalapenos,NA,19295,Darii,0,0,0,0
35_35,35,M1-cross,35,0,widows,Valid Filler,Darii,3,2,All widows are women,Some parents are widows ,Some parents are women,NA,17415,Darii,1,0,0,0
35_36,35,M1-cross,36,0,ponies,Valid Filler,Disamis,3,2,Some ponies are thoroughbreds,All ponies are neighing animals,Some neighing animals are thoroughbreds,NA,23799,Disamis,1,0,0,0
35_37,35,M1-cross,37,0,change,Homonymy,Dimatis,3,2,Some transformation is change,All change is money,Some money is transformation,NA,8655,Dimatis,0,1,0,0
35_38,35,M1-cross,38,1,spices,Invalid Filler,Darii*,3,2,All mustard seeds are spices,Some dried roots are spices ,Some dried roots are mustard seeds,NA,17799,Darii,0,0,0,0
35_39,35,M1-cross,39,1,trucks,Valid Filler,Darii,3,2,All trucks are vehicles,Some cars are trucks ,Some cars are vehicles,NA,18720,Darii,1,1,0,0
35_40,35,M1-cross,40,1,doughnuts,Valid Filler,Dimatis,3,2,Some pastries are doughnuts ,All doughnuts are sugary foods,Some sugary foods are pastries,NA,16519,Dimatis,1,1,0,0
35_41,35,M1-cross,41,0,book,Polysemy,Darii,3,2,All books are bound,Some exposés are books,Some exposés are bound,NA,22309,Darii,0,1,0,0
35_42,35,M1-cross,42,1,suitcases,Valid Filler,Darii,3,2,All suitcases are luggage,Some bags are suitcases,Some bags are luggage,NA,10983,Darii,1,1,0,0
35_43,35,M1-cross,43,0,bat,Homonymy,Dimatis,3,2,Some sporting goods are bats,All bats are animals,Some animals are sporting goods,NA,12391,Dimatis,0,1,0,0
35_44,35,M1-cross,44,1,ruler,Homonymy,Datisi,3,2,All rulers are standard lengths,Some rulers are queens,Some queens are standard lengths,NA,11831,Datisi,0,0,0,0
35_45,35,M1-cross,45,1,injuries,Invalid Filler,Darii*,3,2,All broken bones are injuries,Some sunburns are injuries,Some sunburns are broken bones,NA,14943,Darii,0,0,0,0
35_46,35,M1-cross,46,1,magazines,Polysemy,Datisi,3,2,All magazines are recyclable,Some magazines are media corporations ,Some media corporations are recyclable,NA,11127,Datisi,0,0,0,0
35_47,35,M1-cross,47,1,burgers,Valid Filler,Datisi,3,2,All burgers have protein,Some burgers are drive-thru orders,Some drive-thru orders have protein,NA,12056,Datisi,1,1,0,0
35_48,35,M1-cross,48,1,college,Polysemy,Dimatis,3,2,Some funding sources are colleges,All colleges are places filled with desks,Some places filled with desks are funding sources,NA,13207,Dimatis,0,0,0,0
35_49,35,M1-cross,49,0,board,Homonymy,Darii,3,2,All boards are wooden planks,Some governing organizations are boards,Some governing organizations are wooden planks,NA,15310,Darii,0,1,0,0
35_50,35,M1-cross,50,1,steaks,Invalid Filler,Datisi*,3,2,All rotten ribeyes are steaks,Some steaks are delicious meals,Some delicious meals are rotten ribeyes,NA,17007,Datisi,0,0,0,0
35_51,35,M1-cross,51,1,shapes,Invalid Filler,Datisi*,3,2,All road signs are shapes,Some shapes are cylinders,Some cylinders are road signs,NA,16079,Datisi,0,0,0,0
35_52,35,M1-cross,52,1,clowns,Valid Filler,Dimatis,3,2,Some jugglers are clowns ,All clowns are performers,Some performers are jugglers,NA,12942,Dimatis,1,1,0,0
35_53,35,M1-cross,53,0,Wave,Homonymy,Darii,3,2,All waves are water,Some gestures are waves,Some gestures are water,NA,12968,Darii,0,1,0,0
35_54,35,M1-cross,54,1,funerals,Invalid Filler,Disamis*,3,2,Some funerals are family gatherings,All anonymous burials are funerals,Some anonymous burials are family gatherings,NA,15742,Disamis,0,0,0,0
35_55,35,M1-cross,55,0,actors,Invalid Filler,Disamis*,3,2,Some actors are women,All male leads are actors,Some male leads are women,NA,19111,Disamis,0,1,0,0
35_56,35,M1-cross,56,1,school,Polysemy,Datisi,3,2,All schools have hallways,Some schools are employers,Some employers have hallways,NA,18535,Datisi,0,0,0,0
36_1,36,M1-cross,1,1,suit,Homonymy,Darii,4,1,All suits are dress attire,Some court proceedings are suits,Some court proceedings are dress attire,NA,9771,Darii,0,0,1,1
36_2,36,M1-cross,2,0,doughnuts,Valid Filler,Datisi,4,1,All doughnuts are sugary ,Some doughnuts are treats,Some treats are sugary,NA,10001,Datisi,1,0,1,1
36_3,36,M1-cross,3,1,match,Homonymy,Darii,4,1,All matches are combustible,Some pay-per-view broadcasts are matches,Some pay-per-view broadcasts are combustible,NA,7315,Darii,0,0,1,1
36_4,36,M1-cross,4,1,antiques,Invalid Filler,Datisi*,4,1,All medieval manuscripts are antiques ,Some antiques are pieces of jewelry,Some pieces of jewelry are medieval manuscripts,NA,6544,Datisi,0,0,1,1
36_5,36,M1-cross,5,1,dances,Invalid Filler,Datisi*,4,1,All ballets are dances ,Some dances are mating rituals,Some mating rituals are ballets ,NA,4785,Datisi,0,0,1,1
36_6,36,M1-cross,6,0,poets,Valid Filler,Dimatis,4,1,Some teachers are poets,All poets are writers ,Some writers are teachers,NA,5014,Dimatis,1,0,1,1
36_7,36,M1-cross,7,1,dresses,Invalid Filler,Datisi*,4,1,All ball gowns are dresses ,Some dresses are cocktail outfits,Some cocktail outfits are ball gowns,NA,4881,Datisi,0,0,1,1
36_8,36,M1-cross,8,1,school,Polysemy,Darii,4,1,All schools have classrooms,Some employers are schools,Some employers have classrooms,NA,4903,Darii,0,0,1,1
36_9,36,M1-cross,9,1,toilets,Invalid Filler,Darii*,4,1,All urinals are toilets,Some seats are toilets,Some seats are urinals,NA,6591,Darii,0,0,1,1
36_10,36,M1-cross,10,1,breakfast,Polysemy,Datisi,4,1,All breakfasts are under three hours,Some breakfasts are smoothies,Some smoothies are under three hours,NA,5094,Datisi,0,0,1,1
36_11,36,M1-cross,11,1,ball,Homonymy,Disamis,4,1,Some balls are senior proms,All balls are toys,Some toys are senior proms,NA,5630,Disamis,0,0,1,1
36_12,36,M1-cross,12,1,trucks,Valid Filler,Disamis,4,1,Some trucks are big rigs,All trucks are vehicles,Some vehicles are big rigs,NA,4677,Disamis,1,1,1,1
36_13,36,M1-cross,13,0,bat,Homonymy,Datisi,4,1,All bats are animals,Some bats are sporting goods,Some sporting goods are animals,NA,6911,Datisi,0,1,1,1
36_14,36,M1-cross,14,1,company,Polysemy,Disamis,4,1,Some companies are in city centers,All companies are hierarchies,Some hierarchies are in city centers,NA,6424,Disamis,0,0,1,1
36_15,36,M1-cross,15,1,sausages,Invalid Filler,Dimatis*,4,1,Some pizza toppings are sausages,All chili dogs are sausages,Some chili dogs are pizza toppings,NA,4570,Dimatis,0,0,1,1
36_16,36,M1-cross,16,0,college,Polysemy,Datisi,4,1,All colleges grant degrees,Some colleges are historic buildings,Some historic buildings grant degrees,NA,4892,Datisi,0,1,1,1
36_17,36,M1-cross,17,1,burgers,Valid Filler,Darii,4,1,All burgers have protein,Some entrées are burgers,Some entrées have protein,NA,5540,Darii,1,1,1,1
36_18,36,M1-cross,18,1,star,Homonymy,Dimatis,4,1,Some celestial objects are stars,All stars are famous people,Some famous people are celestial objects,NA,5002,Dimatis,0,0,1,1
36_19,36,M1-cross,19,1,statues,Valid Filler,Dimatis,4,1,Some bronzes are statues,All statues are sculptures,Some sculptures are bronzes,NA,3532,Dimatis,1,1,1,1
36_20,36,M1-cross,20,1,magazines,Polysemy,Darii,4,1,All magazines are recyclable,Some media corporations are magazines,Some media corporations are recyclable,NA,3799,Darii,0,0,1,1
36_21,36,M1-cross,21,0,steaks,Invalid Filler,Darii*,4,1,All rotten ribeyes are steaks,Some delicious meals are steaks,Some delicoius meals are rotten ribeyes,NA,3208,Darii,0,1,1,1
36_22,36,M1-cross,22,0,liars,Valid Filler,Disamis,4,1,Some liars are criminals,All liars are humans,Some humans are criminals ,NA,4706,Disamis,1,0,1,1
36_23,36,M1-cross,23,1,city,Polysemy,Dimatis,4,1,Some bureaucracies are cities,All cities are graffitied places,Some graffitied places are bureaucracies,NA,3578,Dimatis,0,0,1,1
36_24,36,M1-cross,24,1,rifles,Valid Filler,Darii,4,1,All rifles are guns,Some safety hazards are rifles,Some safety hazards are guns,NA,5746,Darii,1,1,1,1
36_25,36,M1-cross,25,1,change,Homonymy,Datisi,4,1,All change is money,Some change is transformation,Some transformation is money,NA,5216,Datisi,0,0,1,1
36_26,36,M1-cross,26,1,actors,Invalid Filler,Dimatis*,4,1,Some women are actors,All male leads are actors,Some male leads are women,NA,4289,Dimatis,0,0,1,1
36_27,36,M1-cross,27,1,novel,Polysemy,Datisi,4,1,All novels are flammable,Some novels are debuts,Some debuts are flammable,NA,3148,Datisi,0,0,1,1
36_28,36,M1-cross,28,1,suitcases,Valid Filler,Disamis,4,1,Some suitcases are bags,All suitcases are pieces of luggage,Some pieces of luggage are bags,NA,4429,Disamis,1,1,1,1
36_29,36,M1-cross,29,0,dinner,Polysemy,Darii,4,1,All dinners happen after four o'clock,Some lasagnas are dinners,Some lasagnas happen after four o'clock,NA,5248,Darii,0,1,1,1
36_30,36,M1-cross,30,1,rock,Homonymy,Dimatis,4,1,Some marble is rock,All rock is music,Some music is marble,NA,3381,Dimatis,0,0,1,1
36_31,36,M1-cross,31,1,mugs,Valid Filler,Dimatis,4,1,Some ceramics are mugs,All mugs are cups ,Some cups are ceramics,NA,4382,Dimatis,1,1,1,1
36_32,36,M1-cross,32,1,funerals,Invalid Filler,Dimatis*,4,1,Some family gatherings are funerals,All anonymous burials are funerals,Some anonymous burials are family gatherings,NA,4120,Dimatis,0,0,1,1
36_33,36,M1-cross,33,1,widows,Valid Filler,Disamis,4,1,Some widows are parents,All widows are women,Some women are parents,NA,4661,Disamis,1,1,1,1
36_34,36,M1-cross,34,1,spices,Invalid Filler,Disamis*,4,1,Some spices are dried roots,All mustard seeds are spices ,Some mustard seeds are dried roots,NA,6034,Disamis,0,0,1,1
36_35,36,M1-cross,35,1,Wave,Homonymy,Disamis,4,1,Some waves are gestures,All waves are liquids,Some liquids are gestures,NA,3672,Disamis,0,0,1,1
36_36,36,M1-cross,36,0,cabinet,Homonymy,Dimatis,4,1,Some shelving units are cabinets,All cabinets are political appointments,Some political appointments are shelving units,NA,4306,Dimatis,0,1,1,1
36_37,36,M1-cross,37,1,lunch,Polysemy,Disamis,4,1,Some lunches are breaks,All lunches are foods,Some foods are breaks,NA,3736,Disamis,0,0,1,1
36_38,36,M1-cross,38,1,grapes,Valid Filler,Darii,4,1,All grapes are fruits ,Some snacks are grapes,Some snacks are fruits,NA,3718,Darii,1,1,1,1
36_39,36,M1-cross,39,0,picnic,Polysemy,Dimatis,4,1,Some summertime activities are picnics,All picnics are prepared foods,Some prepared foods are summertime activities,NA,4009,Dimatis,0,1,1,1
36_40,36,M1-cross,40,1,dolls,Valid Filler,Datisi,4,1,All dolls are man made,Some dolls are toys,Some toys are man made,NA,5020,Datisi,1,1,1,1
36_41,36,M1-cross,41,1,ring,Homonymy,Datisi,4,1,All rings are sounds,Some rings are accessories,Some accessories are sounds,NA,4768,Datisi,0,0,1,1
36_42,36,M1-cross,42,1,mothers,Invalid Filler,Datisi*,4,1,All grandmas are mothers ,Some mothers are teens,Some teens are grandmas,NA,5031,Datisi,0,0,1,1
36_43,36,M1-cross,43,1,singers,Valid Filler,Datisi,4,1,All singers are performers,Some singers are men,Some men are performers,NA,3796,Datisi,1,1,1,1
36_44,36,M1-cross,44,0,stones,Invalid Filler,Dimatis*,4,1,Some paperweights are stones,All boulders are stones,Some boulders are paperweights,NA,3424,Dimatis,0,1,1,1
36_45,36,M1-cross,45,1,board,Homonymy,Disamis,4,1,Some boards are governing organizations,All boards are wooden planks,Some wooden planks are governing organizations,NA,4324,Disamis,0,0,1,1
